Symbol,Date,Open,High,Low,Close,Volume
AAME,27-Jul-2012,2.7,2.7,2.68,2.7,2700
AAON,27-Jul-2012,8.1511,8.4089,8.1467,8.36,54600
AAPL,27-Jul-2012,82.1443,83.69,81.6557,83.5943,14430400
AAWW,27-Jul-2012,44.01,45.59,43.78,45.42,99700
AAXJ,27-Jul-2012,52.08,53.02,52.01,52.85,387000
ABAX,27-Jul-2012,34.7,37.92,34.43,36.71,375100
ABCB,27-Jul-2012,11.75,12.32,11.63,12.24,48700
ABCD,27-Jul-2012,1.07,1.28,1.07,1.25,20100
ABCO,27-Jul-2012,45.02,46.75,44.4,46.1,318600
ABIO,27-Jul-2012,22.26,22.26,21,21,60400
ABMD,27-Jul-2012,22.02,22.81,21.86,22.08,265100
ABTL,27-Jul-2012,3.66,3.75,3.65,3.7,4700
ACAD,27-Jul-2012,1.57,1.63,1.56,1.6,192200
ACAS,27-Jul-2012,9.82,9.92,9.74,9.88,3002000
ACAT,27-Jul-2012,43.07,45.74,42.63,44.74,313100
ACET,27-Jul-2012,8.75,8.89,8.65,8.76,95900
ACFC,27-Jul-2012,2.54,2.54,2.54,2.54,100
ACGL,27-Jul-2012,38.83,39.3,38.61,39.28,632800
ACHC,27-Jul-2012,16.27,16.61,16.13,16.4,122900
ACHN,27-Jul-2012,6.55,6.75,6.43,6.69,694000
ACIW,27-Jul-2012,13.64,14.64,13.64,14.4733,694200
ACLS,27-Jul-2012,3.6,3.64,3.52,3.56,387100
ACNB,27-Jul-2012,14.14,14.25,14.12,14.25,3100
ACOR,27-Jul-2012,24.16,24.49,24.1,24.18,440600
ACPW,27-Jul-2012,3.9,4.05,3.9,4,103100
ACRX,27-Jul-2012,2.77,2.83,2.77,2.79,9200
ACTG,27-Jul-2012,31.06,32.29,30.89,32.14,609900
ACTS,27-Jul-2012,1.68,1.68,1.67,1.67,13300
ACUR,27-Jul-2012,3.01,3.12,2.93,3.08,58300
ACWI,27-Jul-2012,44,44.73,43.96,44.55,872700
ACWX,27-Jul-2012,37.02,37.63,36.96,37.47,121500
ACXM,27-Jul-2012,15.89,16.25,15.85,16.15,423900
ADBE,27-Jul-2012,31.26,32,31.17,31.9,3312800
ADES,27-Jul-2012,11.515,11.74,11.365,11.495,36500
ADI,27-Jul-2012,38.65,39.51,38.49,39.37,2492600
ADP,27-Jul-2012,49.9562,50.676,49.7982,50.5707,2252900
ADRA,27-Jul-2012,23.11,23.31,23.09,23.31,1600
ADRD,27-Jul-2012,18.75,18.92,18.74,18.85,4700
ADRE,27-Jul-2012,37.65,38.35,37.45,38.35,67900
ADRU,27-Jul-2012,18.73,18.73,18.73,18.73,300
ADSK,27-Jul-2012,33.91,34.98,33.69,34.6,3136500
ADTN,27-Jul-2012,20.66,21.07,20.3,20.98,1797600
ADUS,27-Jul-2012,4.51,4.73,4.35,4.55,4500
AEGN,27-Jul-2012,17.81,18.51,17.4,18.46,174000
AEGR,27-Jul-2012,14.89,16.01,14.88,15.97,158400
AEHR,27-Jul-2012,1.2,1.2,1.2,1.2,0
