Symbol,Date,Open,High,Low,Close,Volume
AAME,16-Jan-2012,1.97,1.97,1.97,1.97,0
AAON,16-Jan-2012,8.9155,8.9155,8.9155,8.9155,0
AAPL,16-Jan-2012,59.9729,59.9729,59.9729,59.9729,0
AAWW,16-Jan-2012,40.6,40.6,40.6,40.6,0
AAXJ,16-Jan-2012,51.77,51.77,51.77,51.77,0
ABAX,16-Jan-2012,27.79,27.79,27.79,27.79,0
ABCB,16-Jan-2012,10.59,10.59,10.59,10.59,0
ABCD,16-Jan-2012,3.13,3.13,3.13,3.13,0
ABCO,16-Jan-2012,37.38,37.38,37.38,37.38,0
ABIO,16-Jan-2012,42.84,42.84,42.84,42.84,0
ABMD,16-Jan-2012,17.98,17.98,17.98,17.98,0
ABTL,16-Jan-2012,3.75,3.75,3.75,3.75,0
ACAD,16-Jan-2012,1.26,1.26,1.26,1.26,0
ACAS,16-Jan-2012,7.36,7.36,7.36,7.36,0
ACAT,16-Jan-2012,22.9,22.9,22.9,22.9,0
ACET,16-Jan-2012,6.79,6.79,6.79,6.79,0
ACFC,16-Jan-2012,2.46,2.46,2.46,2.46,0
ACGL,16-Jan-2012,37.17,37.17,37.17,37.17,0
ACHC,16-Jan-2012,11.32,11.32,11.32,11.32,0
ACHN,16-Jan-2012,12.37,12.37,12.37,12.37,0
ACIW,16-Jan-2012,9.41,9.41,9.41,9.41,0
ACLS,16-Jan-2012,6.24,6.24,6.24,6.24,0
ACNB,16-Jan-2012,14.01,14.01,14.01,14.01,0
ACOR,16-Jan-2012,26.61,26.61,26.61,26.61,0
ACPW,16-Jan-2012,4.5,4.5,4.5,4.5,0
ACRX,16-Jan-2012,2.92,2.92,2.92,2.92,0
ACTG,16-Jan-2012,39.53,39.53,39.53,39.53,0
ACTS,16-Jan-2012,1.9,1.9,1.9,1.9,0
ACUR,16-Jan-2012,3.59,3.59,3.59,3.59,0
ACWI,16-Jan-2012,42.82,42.82,42.82,42.82,0
ACWX,16-Jan-2012,36.96,36.96,36.96,36.96,0
ACXM,16-Jan-2012,13.4,13.4,13.4,13.4,0
ADBE,16-Jan-2012,28.97,28.97,28.97,28.97,0
ADES,16-Jan-2012,10.625,10.625,10.625,10.625,0
ADI,16-Jan-2012,36.62,36.62,36.62,36.62,0
ADP,16-Jan-2012,48.2442,48.2442,48.2442,48.2442,0
ADRA,16-Jan-2012,23.52,23.52,23.52,23.52,0
ADRD,16-Jan-2012,18.71,18.71,18.71,18.71,0
ADRE,16-Jan-2012,40.05,40.05,40.05,40.05,0
ADRU,16-Jan-2012,18.36,18.36,18.36,18.36,0
ADSK,16-Jan-2012,31.92,31.92,31.92,31.92,0
ADTN,16-Jan-2012,31.35,31.35,31.35,31.35,0
ADUS,16-Jan-2012,3.21,3.21,3.21,3.21,0
AEGN,16-Jan-2012,17.3,17.3,17.3,17.3,0
AEGR,16-Jan-2012,14.75,14.75,14.75,14.75,0
AEHR,16-Jan-2012,0.75,0.75,0.75,0.75,0
AEIS,16-Jan-2012,11.16,11.16,11.16,11.16,0
AEPI,16-Jan-2012,27.51,27.51,27.51,27.51,0
AETI,16-Jan-2012,5.34,5.34,5.34,5.34,0
AEY,16-Jan-2012,2.19,2.19,2.19,2.19,0
AEZS,16-Jan-2012,990,990,990,990,0
AFAM,16-Jan-2012,16.65,16.65,16.65,16.65,0
AFSI,16-Jan-2012,12.065,12.065,12.065,12.065,0
AGEN,16-Jan-2012,2.42,2.42,2.42,2.42,0
AGII,16-Jan-2012,28.99,28.99,28.99,28.99,0
AGNC,16-Jan-2012,28.35,28.35,28.35,28.35,0
AGYS,16-Jan-2012,8.28,8.28,8.28,8.28,0
AHGP,16-Jan-2012,53,53,53,53,0
AHPI,16-Jan-2012,3.33,3.33,3.33,3.33,0
AIMC,16-Jan-2012,17.88,17.88,17.88,17.88,0
AINV,16-Jan-2012,7.07,7.07,7.07,7.07,0
AIRM,16-Jan-2012,26.8567,26.8567,26.8567,26.8567,0
AIRT,16-Jan-2012,8.52,8.52,8.52,8.52,0
AIXG,16-Jan-2012,14.27,14.27,14.27,14.27,0
AKAM,16-Jan-2012,32.22,32.22,32.22,32.22,0
AKRX,16-Jan-2012,10.94,10.94,10.94,10.94,0
ALCO,16-Jan-2012,19.95,19.95,19.95,19.95,0
ALGN,16-Jan-2012,24.08,24.08,24.08,24.08,0
ALGT,16-Jan-2012,53,53,53,53,0
ALIM,16-Jan-2012,1.28,1.28,1.28,1.28,0
ALKS,16-Jan-2012,18.16,18.16,18.16,18.16,0
ALLT,16-Jan-2012,16.01,16.01,16.01,16.01,0
ALNY,16-Jan-2012,9.88,9.88,9.88,9.88,0
ALOG,16-Jan-2012,58.93,58.93,58.93,58.93,0
ALOT,16-Jan-2012,7.96,7.96,7.96,7.96,0
ALSK,16-Jan-2012,2.73,2.73,2.73,2.73,0
ALXN,16-Jan-2012,74.62,74.62,74.62,74.62,0
AMAG,16-Jan-2012,17.28,17.28,17.28,17.28,0
AMAT,16-Jan-2012,11.5,11.5,11.5,11.5,0
AMCC,16-Jan-2012,7.38,7.38,7.38,7.38,0
AMCN,16-Jan-2012,3.85,3.85,3.85,3.85,0
AMCX,16-Jan-2012,39.68,39.68,39.68,39.68,0
AMD,16-Jan-2012,5.66,5.66,5.66,5.66,0
AMED,16-Jan-2012,10.06,10.06,10.06,10.06,0
AMGN,16-Jan-2012,67.6,67.6,67.6,67.6,0
AMKR,16-Jan-2012,4.87,4.87,4.87,4.87,0
AMNB,16-Jan-2012,19.43,19.43,19.43,19.43,0
AMOT,16-Jan-2012,5.66,5.66,5.66,5.66,0
AMOV,16-Jan-2012,22.01,22.01,22.01,22.01,0
AMRB,16-Jan-2012,4.63,4.63,4.63,4.63,0
AMRI,16-Jan-2012,2.95,2.95,2.95,2.95,0
AMRN,16-Jan-2012,7.17,7.17,7.17,7.17,0
AMRS,16-Jan-2012,11.34,11.34,11.34,11.34,0
AMSC,16-Jan-2012,43.5,43.5,43.5,43.5,0
AMSF,16-Jan-2012,22.51,22.51,22.51,22.51,0
AMSG,16-Jan-2012,25.61,25.61,25.61,25.61,0
AMSWA,16-Jan-2012,9.63,9.63,9.63,9.63,0
AMTD,16-Jan-2012,16.3,16.3,16.3,16.3,0
AMWD,16-Jan-2012,13.52,13.52,13.52,13.52,0
AMZN,16-Jan-2012,178.42,178.42,178.42,178.42,0
ANAT,16-Jan-2012,71.06,71.06,71.06,71.06,0
ANCB,16-Jan-2012,6.6,6.6,6.6,6.6,0
ANCX,16-Jan-2012,9,9,9,9,0
ANDE,16-Jan-2012,28.2733,28.2733,28.2733,28.2733,0
ANGI,16-Jan-2012,15.1,15.1,15.1,15.1,0
ANGO,16-Jan-2012,13.25,13.25,13.25,13.25,0
ANIK,16-Jan-2012,9.31,9.31,9.31,9.31,0
ANSS,16-Jan-2012,57.35,57.35,57.35,57.35,0
ANTH,16-Jan-2012,56.08,56.08,56.08,56.08,0
AOSL,16-Jan-2012,7.84,7.84,7.84,7.84,0
APEI,16-Jan-2012,44.81,44.81,44.81,44.81,0
APOG,16-Jan-2012,13.32,13.32,13.32,13.32,0
APOL,16-Jan-2012,57.19,57.19,57.19,57.19,0
APPY,16-Jan-2012,47.04,47.04,47.04,47.04,0
APRI,16-Jan-2012,51.3,51.3,51.3,51.3,0
APWC,16-Jan-2012,3.22,3.22,3.22,3.22,0
ARAY,16-Jan-2012,4.68,4.68,4.68,4.68,0
ARCC,16-Jan-2012,15.95,15.95,15.95,15.95,0
ARCI,16-Jan-2012,5.15,5.15,5.15,5.15,0
ARCW,16-Jan-2012,1.132,1.132,1.132,1.132,0
AREX,16-Jan-2012,31.55,31.55,31.55,31.55,0
ARIA,16-Jan-2012,14.42,14.42,14.42,14.42,0
ARII,16-Jan-2012,28.63,28.63,28.63,28.63,0
ARKR,16-Jan-2012,13.49,13.49,13.49,13.49,0
ARLP,16-Jan-2012,38.97,38.97,38.97,38.97,0
ARNA,16-Jan-2012,1.65,1.65,1.65,1.65,0
AROW,16-Jan-2012,23.58,23.58,23.58,23.58,0
ARQL,16-Jan-2012,5.96,5.96,5.96,5.96,0
ARRS,16-Jan-2012,10.95,10.95,10.95,10.95,0
ARRY,16-Jan-2012,2.38,2.38,2.38,2.38,0
ARTNA,16-Jan-2012,18.68,18.68,18.68,18.68,0
ARTW,16-Jan-2012,8.49,8.49,8.49,8.49,0
ARTX,16-Jan-2012,1.15,1.15,1.15,1.15,0
ARWR,16-Jan-2012,5.26,5.26,5.26,5.26,0
ASBB,16-Jan-2012,11.65,11.65,11.65,11.65,0
ASCMA,16-Jan-2012,53.23,53.23,53.23,53.23,0
ASFI,16-Jan-2012,7.69,7.69,7.69,7.69,0
ASML,16-Jan-2012,41.28,41.28,41.28,41.28,0
ASNA,16-Jan-2012,17.06,17.06,17.06,17.06,0
ASPS,16-Jan-2012,50.46,50.46,50.46,50.46,0
ASRV,16-Jan-2012,2.2,2.2,2.2,2.2,0
ASRVP,16-Jan-2012,25.5,25.5,25.5,25.5,0
ASTC,16-Jan-2012,0.6,0.6,0.6,0.6,0
ASTE,16-Jan-2012,34.72,34.72,34.72,34.72,0
ASUR,16-Jan-2012,5.6533,5.6533,5.6533,5.6533,0
ASYS,16-Jan-2012,10.11,10.11,10.11,10.11,0
ATAI,16-Jan-2012,7.59,7.59,7.59,7.59,0
ATAX,16-Jan-2012,5.14,5.14,5.14,5.14,0
ATEC,16-Jan-2012,22.8,22.8,22.8,22.8,0
ATHN,16-Jan-2012,54.12,54.12,54.12,54.12,0
ATHX,16-Jan-2012,2.11,2.11,2.11,2.11,0
ATLO,16-Jan-2012,19.33,19.33,19.33,19.33,0
ATNI,16-Jan-2012,37.9,37.9,37.9,37.9,0
ATRC,16-Jan-2012,11.14,11.14,11.14,11.14,0
ATRI,16-Jan-2012,238.07,238.07,238.07,238.07,0
ATRO,16-Jan-2012,27.6417,27.6417,27.6417,27.6417,0
ATSG,16-Jan-2012,4.9,4.9,4.9,4.9,0
