Symbol,Date,Open,High,Low,Close,Volume
AAME,13-Jul-2012,2.78,2.8,2.74,2.75,3300
AAON,13-Jul-2012,8.8445,9.1955,8.8445,9.1555,28100
AAPL,13-Jul-2012,86.1357,86.7414,85.7143,86.4243,11129200
AAWW,13-Jul-2012,44.85,46.05,44.56,45.31,136300
AAXJ,13-Jul-2012,51.47,52.07,51.39,51.97,164900
ABAX,13-Jul-2012,39.15,40.17,39.01,39.59,223700
ABCB,13-Jul-2012,12.38,12.75,12.3,12.67,92100
ABCD,13-Jul-2012,1.09,1.15,1.09,1.13,9700
ABCO,13-Jul-2012,50.62,51.66,50.62,51.22,122400
ABIO,13-Jul-2012,18.48,20.16,18.48,18.9,64300
ABMD,13-Jul-2012,23.85,24.5,23.8,24.44,293000
ABTL,13-Jul-2012,3.85,3.95,3.76,3.85,19700
ACAD,13-Jul-2012,1.68,1.74,1.5,1.62,1526300
ACAS,13-Jul-2012,9.83,10.01,9.83,9.99,1548400
ACAT,13-Jul-2012,35.91,37.07,35.6,36.1,146200
ACET,13-Jul-2012,9.15,9.25,9.05,9.19,76900
ACFC,13-Jul-2012,2.44,2.47,2.44,2.47,300
ACGL,13-Jul-2012,39.15,39.63,38.9,39.59,512300
ACHC,13-Jul-2012,18.03,18.9,18.03,18.71,75300
ACHN,13-Jul-2012,6.36,6.56,6.3,6.52,382900
ACIW,13-Jul-2012,15.0267,15.55,14.9033,15.5133,398100
ACLS,13-Jul-2012,3.88,3.96,3.84,3.88,912700
ACNB,13-Jul-2012,14.35,14.46,14.35,14.36,4700
ACOR,13-Jul-2012,25.44,25.65,24.93,25.27,234200
ACPW,13-Jul-2012,4,4.1,3.9,4,117400
ACRX,13-Jul-2012,3.43,3.6,3.38,3.4,14800
ACTG,13-Jul-2012,38.51,39,38.29,38.73,188900
ACTS,13-Jul-2012,1.69,1.7,1.65,1.69,50600
ACUR,13-Jul-2012,3.2,3.23,3.03,3.23,14300
ACWI,13-Jul-2012,43.03,43.64,43.03,43.6,823600
ACWX,13-Jul-2012,36.21,36.75,36.21,36.7,206600
ACXM,13-Jul-2012,15.58,16.14,15.56,16.06,475100
ADBE,13-Jul-2012,30.18,30.77,30.06,30.65,2718900
ADES,13-Jul-2012,10.555,12.05,10.52,11.835,195300
ADI,13-Jul-2012,35.96,36.57,35.93,36.47,1431300
ADP,13-Jul-2012,48.5776,49.166,48.5249,49.0254,1913100
ADRA,13-Jul-2012,23,23.04,22.88,23.04,1500
ADRD,13-Jul-2012,18.29,18.54,18.29,18.49,5200
ADRE,13-Jul-2012,36.79,37.15,36.79,37.07,61500
ADRU,13-Jul-2012,18.06,18.06,18.06,18.06,900
ADSK,13-Jul-2012,31.21,31.85,31.13,31.72,1623900
ADTN,13-Jul-2012,21.93,22.23,21.51,21.58,1761600
ADUS,13-Jul-2012,4.4,4.65,4.4,4.51,3200
AEGN,13-Jul-2012,18.24,18.65,18.07,18.51,94500
AEGR,13-Jul-2012,14.76,14.9,14.57,14.75,36000
AEHR,13-Jul-2012,1.34,1.34,1.34,1.34,0
AEIS,13-Jul-2012,11.9,11.9,11.45,11.66,512300
AEPI,13-Jul-2012,46.16,46.83,46.16,46.73,13900
AETI,13-Jul-2012,4.49,4.55,4.49,4.55,4000
AEY,13-Jul-2012,2.07,2.1,2.07,2.1,1300
AEZS,13-Jul-2012,300,300,276,282,1262600
AFAM,13-Jul-2012,23.07,23.51,22.68,22.75,37500
AFSI,13-Jul-2012,15.105,15.325,15.04,15.24,97600
AGEN,13-Jul-2012,5.34,5.34,5.08,5.15,188700
AGII,13-Jul-2012,30.55,30.99,30.46,30.8,55700
AGNC,13-Jul-2012,34.5,34.75,34.4,34.67,6452600
AGNCP,13-Jul-2012,26.17,26.27,26.16,26.27,59300
AGYS,13-Jul-2012,8.57,8.64,8.43,8.58,57300
AHGP,13-Jul-2012,44.21,44.48,43.92,44.36,26600
AHPI,13-Jul-2012,2.97,3,2.93,2.93,2200
AIMC,13-Jul-2012,15.05,15.16,14.94,15.06,143400
AINV,13-Jul-2012,7.95,8.05,7.91,8.01,1268000
AIRM,13-Jul-2012,31.8767,32.2667,31.7167,31.8767,68300
AIRT,13-Jul-2012,8.75,8.75,8.75,8.75,0
AIXG,13-Jul-2012,12.79,13.04,12.76,13.01,53800
AKAM,13-Jul-2012,29.45,30.21,29.4,30.08,1881800
AKRX,13-Jul-2012,16.48,16.7,16.34,16.35,1191900
ALCO,13-Jul-2012,31.68,32.5,31.59,32.25,14000
ALGN,13-Jul-2012,31.84,31.86,31.45,31.66,884200
ALGT,13-Jul-2012,71.7,73.15,71.7,72.99,114500
ALIM,13-Jul-2012,2.87,2.99,2.87,2.93,11300
ALKS,13-Jul-2012,17.33,17.47,17.18,17.27,569200
ALLT,13-Jul-2012,22.7,23,22.07,22.31,430200
ALNY,13-Jul-2012,12.47,12.67,12.36,12.52,221300
ALOG,13-Jul-2012,62.08,64.93,61.67,64.64,70900
ALOT,13-Jul-2012,8.05,8.05,8,8.01,1800
ALSK,13-Jul-2012,2.34,2.39,2.3,2.3,571300
ALXN,13-Jul-2012,97.37,98.33,96.62,97.35,1139300
AMAG,13-Jul-2012,15.49,15.79,15.31,15.71,71200
AMAT,13-Jul-2012,10.37,10.52,10.35,10.48,10461000
AMCC,13-Jul-2012,5.03,5.09,4.99,5.07,193500
AMCN,13-Jul-2012,2.18,2.19,2.15,2.16,22600
AMCX,13-Jul-2012,41.42,42.69,41.35,42.59,538200
AMD,13-Jul-2012,4.89,4.95,4.83,4.9,15548900
AMED,13-Jul-2012,12.48,12.87,12.28,12.8,252400
AMGN,13-Jul-2012,75.76,77,75.74,76.96,3234900
AMKR,13-Jul-2012,4.55,4.74,4.53,4.72,1030000
AMNB,13-Jul-2012,23,23.75,22.53,23.29,35200
AMOT,13-Jul-2012,5.99,6.01,5.99,6,2100
AMOV,13-Jul-2012,25.91,26.5,25.86,26.42,3400
AMRB,13-Jul-2012,6.96,7.07,6.92,7.07,5700
AMRI,13-Jul-2012,2.7,2.7,2.62,2.68,28400
AMRN,13-Jul-2012,14.85,14.94,14.31,14.56,3816200
AMRS,13-Jul-2012,3.31,3.51,3.25,3.37,279200
AMSC,13-Jul-2012,48,48.8,46.1,46.2,491300
AMSF,13-Jul-2012,27.57,28.07,27.57,27.77,32200
AMSG,13-Jul-2012,30.47,31.13,30.47,31.05,159900
AMSWA,13-Jul-2012,8.48,8.56,8.47,8.51,51000
AMWD,13-Jul-2012,18.5,18.94,18.3,18.85,16500
AMZN,13-Jul-2012,215.63,219.31,213.88,218.39,2222300
ANAT,13-Jul-2012,71.25,72.49,71.03,72.34,9200
ANCB,13-Jul-2012,10.75,10.75,10.75,10.75,0
ANCX,13-Jul-2012,13.25,13.48,13.18,13.39,39900
ANDAU,13-Jul-2012,10,10,10,10,0
ANDAW,13-Jul-2012,0.25,0.25,0.25,0.25,0
ANDE,13-Jul-2012,26.5467,27.1,26.46,26.4933,79500
ANGI,13-Jul-2012,14.47,14.87,14.16,14.74,270000
ANGO,13-Jul-2012,11.83,12.4,11.67,11.85,379900
ANIK,13-Jul-2012,13.71,14.05,13.71,13.88,69100
ANSS,13-Jul-2012,56.9,57.51,56.5,57.24,314500
ANTH,13-Jul-2012,5.92,5.92,5.68,5.68,490100
AOSL,13-Jul-2012,8.95,8.99,8.92,8.95,30900
APEI,13-Jul-2012,30.85,31.35,30.48,30.63,130400
APOG,13-Jul-2012,16.58,16.81,16.53,16.77,116400
APOL,13-Jul-2012,31.99,32.14,30.94,31.77,2699300
APPY,13-Jul-2012,15.2,16.72,15.2,16,203700
APRI,13-Jul-2012,32.8,34,32.5,33.7,71400
APWC,13-Jul-2012,3.14,3.19,3.12,3.19,2100
ARAY,13-Jul-2012,6.37,6.61,6.34,6.58,310700
ARCC,13-Jul-2012,16.16,16.39,16.16,16.3,843000
ARCI,13-Jul-2012,4.22,4.22,4.22,4.22,100
ARCW,13-Jul-2012,1.064,1.2,1.064,1.2,200
AREX,13-Jul-2012,26.16,26.99,25.98,26.39,327500
ARIA,13-Jul-2012,17.47,17.6,17.41,17.48,808600
ARII,13-Jul-2012,24.44,26.46,24.41,26.35,91200
ARKR,13-Jul-2012,14.9,14.9,14.9,14.9,700
ARLP,13-Jul-2012,29.975,30.245,29.495,30.02,49100
ARNA,13-Jul-2012,10.72,11.38,10.66,11.18,21320100
AROW,13-Jul-2012,24.51,24.9,24.51,24.74,13400
ARQL,13-Jul-2012,6.22,6.29,6.18,6.23,147300
ARRS,13-Jul-2012,13.79,13.94,13.52,13.84,579100
ARRY,13-Jul-2012,3.49,3.51,3.45,3.49,504800
ARTNA,13-Jul-2012,21.65,21.73,21.29,21.63,41100
ARTW,13-Jul-2012,7.99,8.15,7.8,8.15,15600
ARTX,13-Jul-2012,0.92,0.92,0.92,0.92,1500
ARWR,13-Jul-2012,3.57,3.57,3.41,3.41,22000
ASBB,13-Jul-2012,14.29,14.29,14.29,14.29,100
ASCMA,13-Jul-2012,52.96,55.01,52.96,54.27,24900
ASFI,13-Jul-2012,9.37,9.4,9.13,9.39,61100
ASML,13-Jul-2012,50.65,51.3,50.55,51.19,1912800
ASNA,13-Jul-2012,18.33,18.9,18.33,18.87,821500
ASPS,13-Jul-2012,70.81,73.86,70.81,73.86,98300
ASRV,13-Jul-2012,2.78,2.9,2.75,2.87,11300
ASRVP,13-Jul-2012,26.98,26.98,26.98,26.98,0
ASTC,13-Jul-2012,1.14,1.14,1.07,1.12,121200
ASTE,13-Jul-2012,29.24,30.22,29.24,29.91,81700
ASUR,13-Jul-2012,7.64,8,7.4,7.58,75700
ASYS,13-Jul-2012,4.19,4.22,4.11,4.14,34800
ATAI,13-Jul-2012,4.06,4.22,4.06,4.22,1900
ATAX,13-Jul-2012,5.45,5.47,5.34,5.42,166400
ATEC,13-Jul-2012,21.48,21.72,20.76,21.6,81600
ATHN,13-Jul-2012,82.58,83.44,81.43,81.84,312400
ATHX,13-Jul-2012,1.57,1.6,1.52,1.54,76900
ATLO,13-Jul-2012,23,23.72,22.92,23.72,6800
ATNI,13-Jul-2012,36.68,37.67,36.5,36.62,22500
ATRC,13-Jul-2012,9.5,9.85,9.5,9.84,39000
ATRI,13-Jul-2012,208.87,213.88,208.87,213.79,4200
ATRO,13-Jul-2012,24.2333,24.525,24.2333,24.3833,32600
ATRS,13-Jul-2012,4.97,5.18,4.88,4.91,2732300
ATSG,13-Jul-2012,5.54,5.75,5.54,5.63,161700
ATVI,13-Jul-2012,11.91,12.17,11.86,12.1,5180600
AUBN,13-Jul-2012,22.9,22.9,21.6,22.23,1100
AUDC,13-Jul-2012,1.68,1.81,1.68,1.73,16700
AVAV,13-Jul-2012,23.77,25.16,23.77,25.1,261000
AVEO,13-Jul-2012,12.86,13.2,12.85,13.02,130800
AVGO,13-Jul-2012,32.55,33.25,32.48,33.15,1679000
AVHI,13-Jul-2012,15.79,15.79,15.34,15.65,18900
AVID,13-Jul-2012,7.98,8.05,7.63,7.7,135800
AVNW,13-Jul-2012,32.88,33.6,31.92,32.52,112800
AWRE,13-Jul-2012,6.27,6.65,6.27,6.58,17000
AXAS,13-Jul-2012,2.98,3.07,2.98,3.04,535500
AXTI,13-Jul-2012,3.84,3.99,3.84,3.95,56000
AZPN,13-Jul-2012,22.62,23.02,22.51,22.76,442000
BABY,13-Jul-2012,12.69,12.88,12.62,12.75,85500
BANF,13-Jul-2012,42.82,43.34,42.22,43.16,99000
BANFP,13-Jul-2012,27.02,27.02,27.02,27.02,0
BANR,13-Jul-2012,20.51,21.28,20.32,21.22,89600
BASI,13-Jul-2012,1,1.08,0.99,1.02,46600
BBBY,13-Jul-2012,60.41,61.7,60.41,60.94,1729800
BBGI,13-Jul-2012,6,6,5.98,6,4600
BBOX,13-Jul-2012,26.93,27.58,26.93,27.24,52100
BBRG,13-Jul-2012,18.24,18.77,18.24,18.5,111500
BBRY,13-Jul-2012,7.44,7.49,7.21,7.24,11481600
BBSI,13-Jul-2012,21.5,21.69,21.31,21.43,15200
BCBP,13-Jul-2012,10.22,10.34,10.22,10.33,11500
BCOM,13-Jul-2012,2.73,2.73,2.73,2.73,100
BCOR,13-Jul-2012,12.72,13.06,12.69,12.98,145300
BCOV,13-Jul-2012,12.97,14.27,12.97,13.79,127000
BCPC,13-Jul-2012,34.21,35.12,34.12,34.84,84300
BCRX,13-Jul-2012,4.18,4.58,4.18,4.27,811600
BDE,13-Jul-2012,9.78,10.16,9.77,10.09,36800
BDGE,13-Jul-2012,23.06,23.77,23,23.44,21100
BDSI,13-Jul-2012,5.01,5.03,4.82,4.87,175500
BEAT,13-Jul-2012,2.07,2.14,2.07,2.12,42000
BEAV,13-Jul-2012,41.12,41.57,40.84,41.22,1059700
BEBE,13-Jul-2012,6,6.04,5.87,5.98,301800
BECN,13-Jul-2012,26.94,27.35,26.78,27.04,262100
BELFA,13-Jul-2012,19.58,19.72,19.48,19.59,19200
BELFB,13-Jul-2012,19.21,19.6,18.85,19.25,24800
BFIN,13-Jul-2012,7.8,8.14,7.8,8.04,29100
BGCP,13-Jul-2012,5.95,6.07,5.91,6.02,607200
BGFV,13-Jul-2012,7.82,7.95,7.76,7.85,38700
BIB,13-Jul-2012,13.4625,13.58,13.4363,13.4525,2600
BICK,13-Jul-2012,21.8,22.07,21.8,22.03,7300
BIDU,13-Jul-2012,108.71,109.88,107.6,109.71,2906200
BIIB,13-Jul-2012,143.16,144.9,142.35,144.61,733300
BIOC,13-Jul-2012,16.29,16.29,16.29,16.29,200
BIOD,13-Jul-2012,2.86,3,2.73,2.98,36800
BIOL,13-Jul-2012,1.83,1.92,1.83,1.88,33200
BIOS,13-Jul-2012,7.45,7.48,7.17,7.19,457500
BIS,13-Jul-2012,77,77.04,76.2,76.68,8900
BJRI,13-Jul-2012,39.82,40.39,39.6,40.21,278500
BKCC,13-Jul-2012,9.61,9.75,9.55,9.65,466200
BKEP,13-Jul-2012,6.51,6.69,6.5,6.51,31800
BKEPP,13-Jul-2012,8.8,8.84,8.8,8.8,1400
BKMU,13-Jul-2012,4.41,4.47,4.41,4.45,71700
BKSC,13-Jul-2012,11.3,11.48,11.13,11.4,4200
BLDP,13-Jul-2012,1.1,1.14,1.1,1.1,50300
BLDR,13-Jul-2012,4.95,5.13,4.81,4.9,244500
BLIN,13-Jul-2012,7.6,7.6,7.2,7.2,12900
BLKB,13-Jul-2012,26.31,27.1,26.31,26.96,173600
BLMT,13-Jul-2012,12.82,12.99,12.74,12.99,20000
BLRX,13-Jul-2012,2.73,2.81,2.73,2.8,16900
BMRC,13-Jul-2012,36.6,37.43,36.6,37.24,11000
BMRN,13-Jul-2012,43.33,43.56,42.52,43.3,1743100
BMTC,13-Jul-2012,20.93,21.25,20.93,21.25,30400
BNCL,13-Jul-2012,8.78,8.96,8.75,8.95,39400
BNCN,13-Jul-2012,7.75,7.78,7.75,7.75,20100
BNSO,13-Jul-2012,0.99,0.99,0.99,0.99,200
BOBE,13-Jul-2012,39.3,40.08,39.3,39.75,151500
BOCH,13-Jul-2012,4.19,4.2,4.16,4.17,15900
BOFI,13-Jul-2012,4.93,5.07,4.93,5.0525,51200
BOKF,13-Jul-2012,58,59,57.75,59,32600
BONT,13-Jul-2012,7.87,8.17,7.65,7.71,160700
BOOM,13-Jul-2012,17.33,18.07,17.33,17.94,34200
BOSC,13-Jul-2012,3.04,3.04,3.04,3.04,0
BOTJ,13-Jul-2012,5.2,5.2,5.2,5.2,300
BPFH,13-Jul-2012,8.94,9.19,8.94,9.12,248400
BPFHW,13-Jul-2012,3.82,3.82,3.8,3.8,2700
BPOP,13-Jul-2012,15.56,16.29,15.56,16.2,1433700
BPOPM,13-Jul-2012,22.15,22.92,22.15,22.8,2700
BPOPN,13-Jul-2012,22.99,23,21.96,22.16,11700
BRCD,13-Jul-2012,4.63,4.66,4.51,4.53,5542500
BREW,13-Jul-2012,8.16,8.55,8.16,8.55,18500
BRID,13-Jul-2012,7.85,8.5,7.85,8.35,1900
BRKL,13-Jul-2012,9.14,9.23,9.01,9.18,249700
BRKR,13-Jul-2012,13.46,13.77,13.39,13.69,440700
BRKS,13-Jul-2012,9.23,9.33,9.19,9.24,299100
BSET,13-Jul-2012,11.39,11.69,11.28,11.69,95500
BSFT,13-Jul-2012,22.97,23.07,21.7,21.78,434800
BSPM,13-Jul-2012,9.66,9.66,9.03,9.38,25500
BSQR,13-Jul-2012,2.79,2.99,2.79,2.98,7200
BSRR,13-Jul-2012,10.4,10.66,10.4,10.56,10300
BSTC,13-Jul-2012,19.65,20.01,19.38,20,8900
BUR,13-Jul-2012,5.8,5.8,5.8,5.8,600
BUSE,13-Jul-2012,4.88,5,4.88,4.99,112700
BV,13-Jul-2012,16.28,16.28,15.65,16.2,99300
BVSN,13-Jul-2012,10.58,10.62,10.23,10.43,138200
BWEN,13-Jul-2012,3,3.1,2.9,3,382200
BWINA,13-Jul-2012,23.1,23.1,23.1,23.1,0
BWINB,13-Jul-2012,23.64,23.77,23.49,23.73,17200
BWLD,13-Jul-2012,84.2,85.94,84.15,85.1,489900
BYFC,13-Jul-2012,1.11,1.13,1.07,1.1,4600
CA,13-Jul-2012,25.59,25.91,25.54,25.88,2410400
CAAS,13-Jul-2012,4,4.12,4,4.06,9900
CAC,13-Jul-2012,38.57,40.43,38.19,38.51,89200
CACB,13-Jul-2012,5.85,5.85,5.45,5.73,13400
CACC,13-Jul-2012,92.29,95,90.22,94.99,80600
CADC,13-Jul-2012,10.2,11.4,9.96,10.2,143600
CAKE,13-Jul-2012,31.59,32.04,31.5,31.87,397100
CALD,13-Jul-2012,4.95,4.95,4.51,4.58,326300
CALI,13-Jul-2012,2.1,2.1,2.04,2.04,2800
CALL,13-Jul-2012,20.95,21.08,20.13,20.22,288200
CALM,13-Jul-2012,18.36,18.62,18.33,18.415,80700
CAMP,13-Jul-2012,7.89,8.13,7.87,7.98,338100
CAMT,13-Jul-2012,2.24,2.25,2.19,2.23,7900
