Symbol,Date,Open,High,Low,Close,Volume
AAME,31-Oct-2012,2.9,3,2.85,2.86,6400
AAON,31-Oct-2012,9.1822,9.4711,9.1111,9.3245,74200
AAPL,31-Oct-2012,84.9829,85.9943,83.9571,85.0457,18214300
AAWW,31-Oct-2012,54.74,55.04,53.84,54.99,142700
AAXJ,31-Oct-2012,56.8,56.8,56.19,56.3,276000
ABAX,31-Oct-2012,36.18,37.03,36.09,36.78,132300
ABCB,31-Oct-2012,10.66,10.75,10.53,10.67,99100
ABCD,31-Oct-2012,0.89,0.93,0.86,0.91,48900
ABCO,31-Oct-2012,46.2,47.53,45.03,47.5,179800
ABIO,31-Oct-2012,11.76,12.18,9.66,9.66,69300
ABMD,31-Oct-2012,18.89,20,18.83,19.82,701600
ABTL,31-Oct-2012,3.94,3.99,3.94,3.99,4900
ACAD,31-Oct-2012,2.28,2.37,2.24,2.35,776500
ACAS,31-Oct-2012,11.8,12.03,11.7,11.79,4547400
ACAT,31-Oct-2012,35.4,36.31,34.83,36.27,188100
ACET,31-Oct-2012,9.75,10.05,9.71,10.02,229700
ACFC,31-Oct-2012,2.15,2.15,2.15,2.15,0
ACGL,31-Oct-2012,44.02,44.21,42.68,44.05,694400
ACHC,31-Oct-2012,20.54,21,18.53,20.57,111900
ACHN,31-Oct-2012,9.69,9.69,9.2,9.44,615600
ACIW,31-Oct-2012,13.0933,13.0933,12.86,13.0333,134000
ACLS,31-Oct-2012,3.6,3.68,3.6,3.68,209300
ACNB,31-Oct-2012,16,16.25,16,16.16,2100
ACOR,31-Oct-2012,23.35,24.22,23.16,23.95,867800
ACPW,31-Oct-2012,3.5,3.7,3.25,3.6,652200
ACRX,31-Oct-2012,3.07,3.1,2.98,3,23400
ACTG,31-Oct-2012,24.53,25.98,24.45,25.97,722400
ACTS,31-Oct-2012,1.59,1.63,1.59,1.62,30300
ACUR,31-Oct-2012,1.39,1.51,1.38,1.51,31100
ACWI,31-Oct-2012,46.99,46.99,46.3,46.45,848100
