Date,Symbol,Open,High,Low,Close,Volume
2013-09-23,SPY,170.490005,170.649994,169.389999,159.944189,104616500
2013-09-20,SPY,172.330002,172.330002,170.580002,160.687774,132867100
2013-09-19,SPY,173.520004,173.600006,172.589996,161.819136,146616900
2013-09-18,SPY,171.009995,173.520004,170.580002,162.090778,203460600
2013-09-17,SPY,170.460007,171.110001,170.460007,160.236175,82523300
2013-09-16,SPY,171.160004,171.240005,170.039993,159.524297,106299200
2013-09-13,SPY,169.130005,169.460007,168.740005,158.606364,72727800
2013-09-12,SPY,169.339996,169.559998,168.720001,158.250425,83209000
2013-09-11,SPY,168.639999,169.399994,168.350006,158.671923,94545900
2013-09-10,SPY,168.639999,168.899994,168.259995,158.175489,105847200
